raw_title,raw_price,is_sold,auction_url
2000 Mercedes-Benz C230 Kompressor,280002272025,True,https://bringatrailer.com/listing/2000-mercedes-benz-c230-kompressor-13/
41k-Mile 2010 Mercedes-Benz C300 4MATIC Sedan,970002262025,True,https://bringatrailer.com/listing/2010-mercedes-benz-c300-luxury-sedan/
2009 Mercedes-Benz C63 AMG P30 AMG Performance Package,1900002252025,True,https://bringatrailer.com/listing/2009-mercedes-benz-c63-amg-44/
46k-Mile 2012 Mercedes-Benz C250 Sport Sedan,970002212025,True,https://bringatrailer.com/listing/2012-mercedes-benz-c250-sport-sedan/
38k-Mile 2002 Mercedes-Benz C320 Sedan,500002192025,True,https://bringatrailer.com/listing/2002-mercedes-benz-c320-sedan-4/
1998 Mercedes-Benz C43 AMG,470002132025,True,https://bringatrailer.com/listing/1998-mercedes-benz-c43-amg-28-2/
2009 Mercedes-Benz C63 AMG P30 Performance Package,2350002122025,True,https://bringatrailer.com/listing/2009-mercedes-benz-c63-amg-42/
30k-Mile 1995 Mercedes-Benz C280,745802062025,True,https://bringatrailer.com/listing/1995-mercedes-benz-c280-12/
2014 Mercedes-Benz C250 Sport Sedan,1109102052025,True,https://bringatrailer.com/listing/2014-mercedes-benz-c250-sport-sedan-2/
2012 Mercedes-Benz C63 AMG Black Series,7700002032025,True,https://bringatrailer.com/listing/2012-mercedes-benz-c63-amg-73/
37k-Mile 2010 Mercedes-Benz C350 Sport Sedan,1250001282025,True,https://bringatrailer.com/listing/2010-mercedes-benz-c350-sport-sedan-2/
"1,200-Mile 2012 Mercedes-Benz C63 AMG Black Series",17300001272025,True,https://bringatrailer.com/listing/2012-mercedes-benz-c63-amg-79/
2003 Mercedes-Benz C32 AMG,735001232025,True,https://bringatrailer.com/listing/2003-mercedes-benz-c32-amg-20/
2004 Mercedes-Benz C32 AMG,1825501132025,True,https://bringatrailer.com/listing/2004-mercedes-benz-c32-amg-8/
2005 Mercedes-Benz C55 AMG,830001072025,True,https://bringatrailer.com/listing/2005-mercedes-benz-c55-amg-56/
