year,mileage,trim,is_amg,is_wagon,is_coupe,is_cabriolet,is_sedan,is_manual,price
2002.0,22000.0,C230,0,0,1,0,0,1,1491801092024
2005.0,37500.0,C55,1,0,0,0,1,0,730001052024
2005.0,40000.0,C230,0,0,0,0,1,0,1032001042024
2000.0,32000.0,C230,0,0,0,0,1,0,350001042024
1995.0,33000.0,C36,1,0,0,0,1,0,1100012262023
2005.0,37500.0,C55,1,0,0,0,1,0,570012192023
2012.0,8000.0,C63,1,0,0,0,1,0,15606312172023
2014.0,14000.0,C63,1,0,0,0,1,0,3950012132023
2004.0,32000.0,C240,0,1,0,0,0,0,600012122023
2007.0,46000.0,C230,0,0,0,0,1,0,900012112023
2023.0,900.0,C63,1,0,1,0,0,0,12900012112023
2003.0,26000.0,C240,0,0,0,0,1,0,1200512062023
2002.0,27000.0,C240,0,0,0,0,1,1,995012042023
2007.0,37000.0,C230,0,0,0,0,1,0,1155512032023
2007.0,38000.0,C280,0,0,0,0,1,0,1025011252023
2005.0,37500.0,C55,1,0,0,0,1,0,1499911252023
2002.0,38000.0,C320,0,0,0,0,1,0,798911212023
2003.0,40000.0,C32,1,0,0,0,1,0,1535011202023
2004.0,39000.0,C32,1,0,0,0,1,0,1385011122023
2007.0,38000.0,C230,0,0,0,0,1,0,1025011112023
2020.0,6350.0,C63,1,0,0,0,1,0,5950011062023
2005.0,48000.0,C230,0,0,0,0,1,0,980011032023
1996.0,49500.0,C280,0,0,0,0,1,0,680011022023
1997.0,30500.0,C36,1,0,0,0,1,0,1100010262023
2003.0,40000.0,C32,1,0,0,0,1,0,1350010252023
2003.0,40000.0,C32,1,0,0,0,1,0,1380010122023
2010.0,5000.0,C63,1,0,0,0,1,0,2975010062023
1998.0,22000.0,C43,1,0,0,0,1,0,2000010062023
2012.0,7000.0,C63,1,0,0,0,1,0,15300010032023
2002.0,30500.0,C32,1,0,0,0,1,0,1450009292023
2007.0,37000.0,C230,0,0,0,0,1,0,1180009262023
2017.0,12000.0,C63,1,0,1,0,0,0,5255509242023
2013.0,31000.0,C63,1,0,0,0,1,0,3325009202023
2014.0,14000.0,C63,1,0,0,0,1,0,3000009062023
2014.0,34000.0,C63,1,0,1,0,0,0,3575009042023
2012.0,7000.0,C63,1,0,0,0,1,0,16200008272023
2002.0,39000.0,C320,0,0,0,0,1,0,960008262023
2019.0,13000.0,C63,1,0,0,1,0,0,6500008262023
2004.0,27000.0,C230,0,0,0,0,1,0,1075008242023
2017.0,27000.0,C63,1,0,0,0,1,0,5650008242023
2008.0,25000.0,C300,0,0,0,0,1,0,1425008232023
2011.0,33500.0,C63,1,0,0,0,1,0,2116308202023
2012.0,6000.0,C63,1,0,0,0,1,0,18800008202023
1999.0,19000.0,C280,0,0,0,0,1,0,870008172023
2006.0,27000.0,C55,1,0,0,0,1,0,2225008132023
2005.0,35000.0,C230,0,0,0,0,1,0,1250008112023
1994.0,44000.0,C280,0,0,0,0,1,0,930008102023
2005.0,35000.0,C320,0,0,0,0,1,0,938808032023
2006.0,14000.0,C280,0,0,0,0,1,0,870007282023
2014.0,14000.0,C63,1,0,0,0,1,0,4250007282023
2008.0,26000.0,C300,0,0,0,0,1,0,1380007262023
1998.0,19000.0,C230,0,0,0,0,1,0,1100007172023
2005.0,50000.0,C240,0,0,0,0,1,0,860507092023
2000.0,34000.0,C230,0,0,0,0,1,0,920007092023
2002.0,30000.0,C320,0,0,0,0,1,0,730007082023
2006.0,14000.0,C280,0,0,0,0,1,0,1025006252023
2004.0,30500.0,C320,0,0,0,0,1,0,975006252023
